session_id,target
1,0.00030068529639611753
2,2.2774596514736783e-06
3,1.5647745967934795e-06
4,5.856013667921025e-07
5,0.00019279483431722705
6,5.932270914540435e-05
7,0.0022334675911511765
8,0.0016434410475112645
9,9.085071448432889e-05
10,0.002402066633866693
11,0.00017394890945654108
12,1.8944953454661676e-05
13,7.590505148075718e-05
14,0.021667431356119125
15,0.0012462935229935674
16,0.00024355367336888374
17,0.023217470898449884
18,1.5769576069921482e-05
19,0.003536649880275167
20,1.7511924496373562e-06
21,0.03905040847068874
22,2.734959260521805e-05
23,0.0002885962805230218
24,0.01245142941038467
25,0.0890237155780555
26,1.0156438762276532e-05
27,0.00014212682871269944
28,5.872157693321811e-07
29,0.030959204964877095
30,0.002095385040073426
31,0.035327163851556424
32,0.022107381257222298
33,8.359186942064125e-05
34,1.9087207753750146e-05
35,0.02634588292504233
36,0.0009055775124128793
37,6.035091784789467e-08
38,2.9138201806487636e-06
39,0.0005580700100393222
40,9.034980525705535e-06
41,0.0020663770843975587
42,0.00892080740573831
43,9.474139392503444e-05
44,0.00017304545590660517
45,0.16237506131314863
46,0.0003560562297619001
47,0.0003106606263458103
48,7.331798845412418e-05
49,0.0003896005535258487
50,4.669619781516855e-06
51,1.8480126896175626e-07
52,0.00017294496838687708
53,0.0270577141393652
54,0.0007724164428475472
55,0.00040048225395845915
56,0.020432004249669938
57,1.5517157143981251e-06
58,1.0171550152148157e-05
59,1.6223658143250256e-05
60,2.908830179652313e-06
61,5.112240171960065e-06
62,0.00021291058708804833
63,1.0696179552450108e-05
64,0.0005625249013813116
65,8.997624216654959e-06
66,6.130247642425745e-06
67,0.00015381833141502166
68,0.0017948284059833841
69,0.08673680254819963
70,3.278198822686907e-05
71,0.0015685099992523508
72,0.0006365796037272688
73,0.2211086936662217
74,8.519103244361453e-05
75,0.00024221794236788685
76,0.0026349968965438454
77,0.0014533479026469216
78,0.004821112476385504
79,0.00020003916027673757
80,8.012341797836394e-06
81,8.312727386862036e-06
82,0.001955915996821677
83,9.545273097361315e-07
84,0.6552744215640601
85,0.0002371840352510882
86,4.992503119405142e-06
87,0.00545348568215373
88,0.0014427600695786776
89,0.0025383780118565175
90,0.058511681804540486
91,3.4637481132632854e-05
92,4.814559243926748e-06
93,0.07542382567789416
94,0.00012344307069318562
95,0.10308029631910977
96,2.5411823849410345e-06
97,0.0015899071372625219
98,2.1525127844240675e-05
99,1.5344145060716295e-05
100,0.0002829870242846647
101,3.0205494900799527e-05
102,0.14357116781774887
103,0.00016628323861208084
104,0.00021969200523148228
105,0.00016366416227764813
106,3.9660997190674134e-05
107,0.013409473108380063
108,0.00019862406700343828
109,7.374567936185683e-06
110,1.4641244240674703e-05
111,0.0006140342869052508
112,3.454772728387007e-07
113,0.0004495569469346569
114,2.114388634199044e-06
115,2.8905231507189702e-05
116,4.271193214925105e-05
117,0.00015865122310887368
118,0.0069793975971769485
119,0.00027604874569514044
120,0.000992273806703181
121,1.5185998901070252e-05
122,2.8944176145886867e-05
123,5.380402697069859e-05
124,0.00028848426537371084
125,0.003375946673753793
126,2.358353915621178e-06
127,1.30616548756037e-06
128,2.9557859327297625e-05
129,0.005002597273118536
130,0.0053646741779909595
131,0.00027694432976782524
132,0.003900202766088321
133,0.0041974770221299244
134,5.0022905295636385e-05
135,2.3968923768779083e-06
136,0.0010902703713184584
137,5.6262356141096355e-05
138,0.0067985408281749276
139,7.256128142553172e-06
140,6.481346420697178e-05
141,4.234993175790848e-07
142,2.0843933416466465e-05
143,0.0001430707472813336
144,0.004163715505769963
145,2.215918181275879e-06
146,0.0008391000563005547
147,3.7879162649539746e-05
148,0.003959734407588389
149,0.002427191758736085
150,0.03854406630619494
151,1.563915167472014e-06
152,0.025634293733227436
153,7.772386647124451e-05
154,9.30441512178053e-05
155,0.0002898312245575924
156,2.493651647873259e-05
157,1.8156076633139074e-05
158,0.0016944133500356787
159,0.0001524295424013232
160,2.321077995908038e-05
161,0.00725530553866348
162,0.00012339292591244112
163,0.0005572583457551029
164,0.007352046416619939
165,9.219116972956455e-06
166,7.900903782644358e-06
167,0.012568602173067281
168,0.002427191758736085
169,0.0017285099176311829
170,0.0006765659894517795
171,0.0027622669703337623
172,0.001164330501922429
173,0.00030977764287296657
174,0.0010845146630815204
175,0.3073672115389326
176,0.006175130754118779
177,0.014395936963613274
178,1.4046509504224019e-05
179,0.00017772382828359136
180,0.0015158895458296485
181,3.186567457904628e-05
182,0.0013524097491995465
183,1.5026529081210985e-05
184,0.00018713220234100342
185,0.0001433401581728937
186,0.0009308186263875478
187,2.794466053708731e-06
188,3.050312822937512e-06
189,0.003224583212467844
190,0.0005242783138888674
191,4.5331652243444364e-05
192,3.6821854551426887e-05
193,0.006507697267997033
194,0.0006389274726636041
195,4.756258514510487e-05
196,3.3490520801102235e-05
197,0.0011458671248127375
198,0.0029394551301175826
199,0.019543507451211584
200,1.8746561835942448e-05
201,0.0002592377396245433
202,0.0230818891417965
203,2.940916370690135e-06
204,0.00022757960730601355
205,0.006407484606187276
206,8.307640787805542e-09
207,0.0008168026623280024
208,0.0010365801506339292
209,2.8279932370219036e-06
210,0.015539560622480955
211,0.001461236623557011
212,0.01798054725255691
213,1.2165300069604975e-05
214,0.028996398144977658
215,0.0011767205682578637
216,0.005905543841783189
217,0.050941464998327225
218,0.001386585502610073
219,0.0002459391843701711
220,0.0027897056629124046
221,0.0043744286401929565
222,4.9406766648439266e-05
223,0.04347554595088108
224,0.0015593988445527784
225,0.017808573328800436
226,0.00878385480594893
227,0.004633000457962643
228,0.0010521317049996732
229,3.092759915510132e-05
230,0.002191179639315807
231,0.00011536192485855165
232,1.6692834111295644e-05
233,1.3192993113882057e-05
234,0.003085510010402716
235,0.00017514652137207436
236,0.00021986994004225295
237,0.0029363337864669638
238,0.0018772760199207367
239,0.0005580700100393222
240,0.0087967369971276
241,0.00015006889329026516
242,5.368133284006411e-08
243,6.544916803663476e-08
244,2.3589379002314982e-05
245,0.0005758277914389889
246,0.00012776417480556276
247,0.11714988584329783
248,0.0010493437837328793
249,6.497400430603526e-05
250,0.0008234511766564093
251,0.0362889601358479
252,3.605305535581468e-05
253,3.3752915354609226e-05
254,0.0004844437387840668
255,0.0019293931870907877
256,3.000585103910384e-07
257,0.0002357097669616115
258,0.00862853931906538
259,0.00405369335567612
260,0.0007954775034303231
261,0.0003146859245777296
262,0.0016110201696994196
263,0.0007540436127260904
264,0.0019473275133623533
265,5.9517181710241126e-05
266,3.769540263258568e-06
267,2.500187550088846e-09
268,0.0001924458665960142
269,0.0008147984956330594
270,0.0003089636279957471
271,6.885885698829543e-06
272,8.950093191511389e-05
273,8.308090228036903e-06
274,0.00192644205989026
275,0.009271376235496795
276,2.8958174814182154e-06
277,0.0016525988320523599
278,0.013936442469125223
279,5.713802327744354e-06
280,0.003453635952734757
281,0.00012955342921843843
282,0.008586231382926721
283,0.0027738501218243588
284,0.0002004328305198177
285,1.3293668735506066e-05
286,6.83591014112923e-07
287,0.0025622394561890093
288,2.792383332837037e-06
289,0.0010259499520200558
290,1.3331518736949537e-05
291,0.0017021038195599838
292,0.001966639837980721
293,0.008451246456571993
294,0.00046322457648763056
295,1.933170386464233e-05
296,2.5145943755798548e-05
297,5.931977886568756e-05
298,9.672224903902985e-05
299,6.52818590300412e-07
300,3.480124533066165e-05
301,1.0690716825807667e-05
302,0.0003498647525387649
303,5.212141205365606e-05
304,0.017465353560334566
305,0.08361814017276918
306,9.914586629180337e-06
307,0.00329868181823626
308,0.00015839427054063998
309,0.0016058036592204923
310,1.4026883926627005e-05
311,0.008761848447519722
312,0.022426476582541426
313,0.0002739269823007075
314,1.6073117638928997e-05
315,0.0006257745233304097
316,4.28452218921821e-05
317,0.002763552987999316
318,2.579330615431308e-05
319,4.652590380688919e-05
320,0.00045319954789923075
321,0.011604920261844317
322,2.8814231148027038e-05
323,1.679277032531674e-05
324,0.004562335672354205
325,0.01404038972189427
326,0.003863884192375158
327,0.0005077548092379925
328,0.00612929164717181
329,2.321077995908038e-05
330,2.4315789134593724e-06
331,0.011091222661374594
332,0.00048171294613300064
333,0.3715362077345758
334,2.588363999738054e-05
335,2.0564047975101873e-05
336,0.000126700848740186
337,0.019870033748230466
338,0.027138253595883437
339,0.0009356865238978967
340,0.005767883815950064
341,3.5265793862940037e-06
342,0.004174161910168624
343,0.003758527825376675
344,0.012938161230457872
345,0.0017943477740518092
346,9.276717406275969e-05
347,0.5919271072020906
348,7.651191582470764e-06
349,6.504587859103463e-06
350,0.010201003212508804
351,0.001476618621710128
352,0.08552681978803574
353,0.06972224519140897
354,0.0025653513962610322
355,0.013148907260352576
356,0.0002910062142949198
357,0.0007062251705357088
358,6.831676017904721e-05
359,0.14197974184107662
360,0.00010897424221380678
361,0.0026199054721537146
362,0.0007942498316816065
